,Text,emotion
12965,-we got three.-JONATHAN: That's three.,surprise
12966,-PROBST: There's three.-MIKE: One more.,surprise
12967,"PROBST:One more, and we got a deal.",surprise
12968,-I'll take four.-JONATHAN: Take four.,Neutral
12969,(sighs),sadness
12970,"-Come on, guys.-MIKE: Let's h...",anger
12971,"Hey, guys, get in the middlehere. Let's get in the middle.",neutral
12972,"Like, I obviously,I want to compete.",anger
12973,"Like, I want to compete,",Surprise
12974,"but the thing is, like,we all need food.",neutral
12975,"And it's like, I know thatthere's some people here",neutral
12976,who know that they'rein a better position than me.,jealousy
12977,"So, like, it would mean so much,",happiness
12978,"if you know that you'rein that better position,",neutral
12979,"to go and, like,sacrifice, 'cause it's, like,",neutral
12980,I could be going homebecause of this decision.,fear
12981,But to know thatI'm giving a chance,neutral
12982,"for you guys to moveforward, like, please.",anger
12983,"Just, like, in your heart,just do it, please.",Neutral
12984,"Like, I'm begging you.",Fear
12985,I'll do it.,neutral
12986,"-JONATHAN: All right, Omar.-You'll sit out?",neutral
12987,"-MARYANNE: Thank you, Omar.-MIKE: That's four.We have four.",Neutral
12988,-Are you sure?-(groaning),anger
12989,MIKE:Thank you. Omar.You got my word.,Happiness
12990,"MARYANNE:Thanks, Omar.",Happiness
12991,I decided to go and sit out.,Neutral
12992,"And, you know, I'm an emotionalperson, and I'm tearing up,",sadness
12993,"I'm getting sad, and I'm reallytrying to ramp it up--",sad
12994,making people feel badabout trying to vote me out.,anger
12995,"And hopefully,I'll be able to see another day.",Happiness
12996,"People say you can'tplay this game with emotion,",anger
12997,"but look at me,using emotions as a weapon.",anger
12998,(laughs softly),happiness
12999,"All right, Lindsay,Maryanne, Drea, Omar,",Neutral
13000,-take a spoton the sit-out bench.-MIKE: Thank you.,Neutral
13001,PROBST:Giving up your shot at immunity,Fear
13002,"-in exchangefor a big bag of rice...-TORI: Thanks, guys.",happiness
13003,...that will feed everybody,happiness
13004,"-for at least four days.-MIKE: Thank you, Drea.",happiness
13005,Could be longerif you handle it well.,Neutral
13006,JONATHAN:And I'm thankful for you guys.,happiness
13007,Oh.,Surprise
13008,I'll make it up to you.,Happiness
13009,"-(Drea chuckles)-PROBST: All right,everybody else,",happiness
13010,we're gonna draw for spots.,neutral
13011,We'll get started. Here we go.,Neutral
13012,Big day on Survivor.,Surprise
13013,"All right, here we go.",Neutral
13014,Everybody get up on your beam.,Neutral
13015,That's the first part of this.You're gonna balance,Neutral
13016,"on that beam,and I'm gonna count you in.",surprise
13017,You're gonna put your handlesinto the buoy and lift it off.,Neutral
13018,Here we go.,Surprise
13019,"In three, two, one...",Surprise
13020,Everybody lift.,Neutral
13021,And this challenge is on.,surprise
13022,And immediatelyHai is out and frustrated.,anger
13023,"Everybody elsegets a good setup,",Neutral
13024,and we are going.,neutral
13025,Hai is first out.,Happiness
13026,Lasted about a second.,Surprise
13027,-That happens.-(Maryanne and Hai chuckle),happiness
13028,Jonathan with a nice recovery.,happiness
13029,You have got toconcentrate in this challenge.,neutral
13030,"It will get you fast,as it just did Rocksroy.",surprise
13031,"Mike is out, and we'redown to four very quickly.",Sadness
13032,-Romeo's out.We're down to three.-(groans),sadness
13033,PROBST:Chanelle and Tori on one end.,Neutral
13034,Jonathan alone at the other end.,loneliness
13035,Tori won the firstindividual immunity.,Happiness
13036,She would love it again tonight.,Happiness
13037,♪ ♪,Neutral
13038,Been up there ten minutes.,neutral
13039,That is a long timein this challenge.,neutral
13040,"It feels like hours,",Neutral
13041,and you are feeling itright now.,anger
13042,Tori with a nice recovery.,happiness
13043,"Jonathan with a big,big recovery.",happiness
13044,Huge recovery. That istough to do on that beam.,surprise
13045,Wow.,surprise
13046,"Chanelle, Tori, Jonathan,one of you three",Neutral
13047,will be safe tonight at Tribal.,fear
13048,And it won't be Chanelle--she drops.,sadness
13049,And we're down to two.,Surprise
13050,We have a showdownbetween Tori and Jonathan.,Surprise
13051,Jonathan with another nice save.,happiness
13052,And he gets it back again.,Surprise
13053,Wow.,surprise
13054,That was close.,fear
13055,Now it's Tori witha little bit of a wobble.,Surprise
13056,Tori continuesto adjust those toes.,neutral
13057,You got toget it back in control.,Anger
13058,That quivering isa sign of imminent danger.,fear
13059,Oh.,Surprise
13060,Oh.,Surprise
13061,PROBST:Jonathan in trouble.,fear
13062,Can he get it back?,Surprise
13063,-He's trying.He's still in it.-DREA: Oh.,Surprise
13064,PROBST:Jonathan's gonna drop out.,Sadness
13065,"-Tori wins her secondindividual immunity.-MIKE: Nice job, guys.",happiness
13066,"-Great job. Oh, my God.-PROBST: Back-to-backin Survivor 42.",Surprise
13067,Well done.,happiness
13068,"Tori, great job.",happiness
13069,Thank you.,happiness
13070,"Tori, come on over.",Happiness
13071,"-(applause)-Yes, Tori.",Surprise
13072,"The second time in a row,",disgust
13073,-the only personto wear this necklace.-(shudders),disgust
13074,"-Thank you.-Tori, safe again tonightat Tribal Council--",Surprise
13075,guaranteed a spotin the final ten.,surprise
13076,(exclaims),Surprise
13077,"PROBST:For the rest of you,somebody voted out tonight,",sadness
13078,become the first memberof the jury.,surprise
13079,"And for anybody consideringShot in the Dark,",neutral
13080,there will now be 12 scrolls.,neutral
13081,-Two of them will be safe.Same odds.-Wow.,Surprise
13082,-One in six.-Wow.,Surprise
13083,You don't haveto worry about that.,neutral
13084,-Praise God.-You are safe tonight.,Happiness
13085,And you can takethis back to the tribe.,Neutral
13086,-Yay.-Great negotiation.-MIKE: Great job.,Happiness
13087,PROBST:You worked me down to four.,Anger
13088,"Everybody, grab your stuff,head back to camp.",Neutral
13089,See you tonightat Tribal Council.,surprise
13090,"Thank you, Jeff.",happiness
13091,"MARYANNE:Thanks, Jeff.",neutral
13092,Tori ends up winningthe challenge.,happiness
13093,That pissed me off.,anger
13094,I really wanted Tori gone.,Anger
13095,So now we have to figure outwho's going home.,fear
13096,"It's betweenMaryanne, Chanelle and Romeo.",Neutral
13097,"And I've only known these peoplefor, like, a handful of days,",neutral
13098,"and if they've got to go,they got to go.",neutral
13099,(laughs),happiness
13100,♪ ♪,neutral
13101,♪ ♪,neutral
13102,HAI:I love Maryanne.,happiness
13103,"Her plea that she wasat the bottom,",sadness
13104,"and if she was willingto sit out,",neutral
13105,someone else shouldtake one for the team.,anger
13106,"-JONATHAN: Well, who's hungry?-MIKE: Thank you, guys.",happiness
13107,"HAI:Fortunately, we got the rice.",happiness
13108,"And it was so necessary,",neutral
13109,because I was desperateat this point.,sadness
13110,My body was running on fumesand memories of food.,Sadness
13111,"-Good job, Tori.-Thank you.-MIKE: Great job.",Happiness
13112,"HAI:Good for Tori,because she was our main target.",anger
13113,"And now that Tori is safe,",relief
13114,that leaves our optionsfor tonight's Tribal,neutral
13115,"as Chanelle, Romeo, Maryanne.",neutral
13116,LINDSAY:We need to eat. This is...,neutral
13117,JONATHAN:Do you want to go aheadand start cooking some?,Neutral
13118,I'll help.I'm gonna get some wood.,Neutral
13119,"MIKE:I'm gonna get some wood, too.",neutral
13120,"HAI:However, Chanelle has proven",Neutral
13121,that she's not loyalto me and Mike.,sadness
13122,So Chanelle is our plangoing into Tribal tonight.,Surprise
13123,"MIKE:Everybody knows the plan, right?",neutral
13124,It's Chanelle.,Neutral
13125,It's personal for mewith Chanelle.,Fear
13126,"-Chanelle.-Okay, so thenI'll go with you guys.",Neutral
13127,You gave me your word. I-I'm...,sadness
13128,-Look at me.-Yeah.,Neutral
13129,-It's not you.-Chanelle has been,Neutral
13130,"truly, truly unloyal to me.",anger
13131,(indistinct chatter),Neutral
13132,MIKE:She voted for mewhen she didn't have to.,gratitude
13133,"So, bye-bye, Chanelle.",sadness
13134,CHANELLE:Okay.,Neutral
13135,Okay.,Neutral
13136,-(clicks tongue)-Chanelle is the actual vote.,Anger
13137,"However,we told Chanelle to vote Romeo,",Neutral
13138,"because if she has an idol,",neutral
13139,"or potentially playsher Shot in the Dark,",Surprise
13140,our plan is screwed.,sadness
13141,"CHANELLE:So I'm a little nervous.However,",fear
13142,my initial reactionis just play it cool.,neutral
13143,Let targets emergeon themselves.,Surprise
13144,"I think when you startpulling a bunch of people,",neutral
13145,"people notice, people startto think you're scrambling.",fear
13146,So my plan tonightis to vote Romeo.,Neutral
13147,"ROCKSROY:Maryanne, that wasvery inspiring, what you said.",happiness
13148,OTHERS:Yeah.,neutral
13149,ROMEO:This new merged Kula Kula tribe,neutral
13150,"is the kumbaya tribe,and they want to sit around",happiness
13151,the fireand tell campsite stories.,fear
13152,"And usually, when you don't havean immunity necklace",neutral
13153,"around your neck,you are worried.",fear
13154,"Chanelle's super calm,super chill, very quiet.",Neutral
13155,"Me, I'm starting to panic.",fear
13156,I'm seeing what's going on.I was left out of last vote.,sadness
13157,I was blindsided.I could be blindsided today.,Fear
13158,"And I thought I hadalliances with Drea and Rocks,",surprise
13159,but Drea doesn'teven look at me anymore.,sadness
13160,She hasn't even talked to me.,Sadness
13161,I'm worried becauseyou and I haven't talked.,fear
13162,You don't even look at me.,sadness
13163,DREA:You are so paranoid right now.,Anger
13164,I...,neutral
13165,ROMEO:I don't care how manypeople tell me,neutral
13166,"they haven't heard my name,or this person's going home.",sadness
13167,I have to assumethat I could go home.,surprise
13168,Um... Yeah.,Neutral
13169,So you have to...,Neutral
13170,"-From whom?-Uh, I don't know.",neutral
13171,"I don't know.I don't know who said that,",Neutral
13172,but it's just...,sadness
13173,"There's talk going aroundthe campfire, I guess.",surprise
13174,Tori's telling methat you told her,Anger
13175,"that you heardChanelle, Maryanne and my name.",Neutral
13176,ROCKSROY:Tori asked mewhose name have I heard.,Surprise
13177,And I said Maryanneand your name.,Surprise
13178,"Rocks told her thathe heard Maryanne, Chanelle,",neutral
13179,and the only other namehe had ever heard was mine.,neutral
13180,-Rocks told Tori that?-Yeah.,Neutral
13181,"I heard Maryanneand, uh, Chanelle.",Surprise
13182,"The outliersthink I'm an outsider,",anger
13183,but I'm well withinthe majority group.,neutral
13184,"And because of that, I acquired",neutral
13185,informationthat's gonna be invaluable.,surprise
13186,Romeo is so paranoid.,fear
13187,"At this point, the votewas supposed to be Chanelle.",Neutral
13188,Everybody was on the same page.,Happiness
13189,-We'll figure it out.-Okay.,neutral
13190,"OMAR:But Romeo has nowinserted himself as a target,",anger
13191,and he is gonnaplay himself out of the game.,Fear
13192,What the...?,surprise
13193,What?,Surprise
13194,'Cause this is ridiculous.,anger
13195,"HAI:Within the last 30 minutesbefore heading out to Tribal,",Neutral
13196,"Romeo got a hint that his namewas being thrown around,",fear
13197,and he is stirring up chaos.,anger
13198,"And when someoneis creating chaos,",anger
13199,that's hard for meto control my environment.,sadness
13200,And I don't like that.,disgust
13201,Okay.,Neutral
13202,"HAI:I'm very confusedabout Romeo's strategy,",confusion
13203,"because he is justpulling people left and right,",anger
13204,having personal conversations.,neutral
13205,And he wasgenuinely safe tonight.,Neutral
13206,"We need to go Romeo, becauseI know we want Chanelle...",Neutral
13207,-No.-HAI: Romeo is creating chaos.,Anger
13208,-Romeo is dangerous.-I told you.,fear
13209,"-We need to get Romeo tonight.-Yeah, he's been paranoidlike a bitch.",anger
13210,HAI:We need six on Romeo.,Neutral
13211,"I just told Jonathan, Omar,",neutral
13212,"you, me, Mike and Lindsay.",Neutral
13213,-That's six. Done.-DREA: Okay.,Neutral
13214,MIKE:Paranoia's a crazy thing.,Fear
13215,Hai panickedbecause he heard something,fear
13216,"and wanted to change the plan.But quite frankly,",anger
13217,there's nothing more that I wantis for Chanelle to go home.,anger
13218,I trusted herthe first three days we're here.,sadness
13219,She immediately stabbed me back.She's been playing everybody.,Anger
13220,She plays me.,sadness
13221,"Where I come from,she's a snake.",Anger
13222,I'm sticking with the plan.I don't care.,anger
13223,-Okay?-Someone wants to change it?,Surprise
13224,"No, no, no. I'm saying...No, no.",Anger
13225,Nobody's changing it. That'swhat I'm trying to tell you.,anger
13226,"-Nobody's changing anything.-All right, because...",Neutral
13227,MIKE:I'm not a brain surgeon.,Neutral
13228,I don't know calculus.I don't... but I'm street-smart.,Neutral
13229,Are you voting Romeo now?,Neutral
13230,I'm asking you.,neutral
13231,"MIKE:My social gameis really, really good.",happiness
13232,We have... Rocksroy'snot changing his vote.,anger
13233,"And it comes natural to me,",happiness
13234,just like Jonathan'sstrength and athletic ability,happiness
13235,-comes natural to him.-This is gonna mess upour plans.,Fear
13236,Of course.,Neutral
13237,So I'm gonna convincemy alliance,Anger
13238,we can't change the plan,neutral
13239,and that it's the right decision,happiness
13240,for our core allianceat this moment.,neutral
13241,Because Rocksroy'snot gonna trust us.,fear
13242,It sounds likehe doesn't trust us now.,fear
13243,Chanelle's been calm all day.Romeo's listening.,Neutral
13244,"If he's willing to do that,even though we gave him a name,",neutral
13245,-I want him gone.-MIKE: Good.,Neutral
13246,"This is Survivor,",Neutral
13247,and you can onlygo in as comfortable,neutral
13248,as people make you feel.,neutral
13249,"So I'm gonna have butterflies,I'm gonna be jittery.",Fear
13250,"Until I seethose first few votes read,",Neutral
13251,"I'm gonna beclosing my eyes, saying,",neutral
13252,"""Please let it be Chanelle.""",Surprise
13253,♪ ♪,neutral
13254,♪ ♪,Neutral
13255,♪ ♪,Neutral
13256,All right.,Neutral
13257,Little rain at Tribal--always good.,happiness
13258,"So, Jonathan,",Neutral
13259,"first question I have,was there any discussion",neutral
13260,that the four peoplethat volunteered to sit out--,neutral
13261,"Maryanne, Omar, Lindsayand Drea-- were off-limits?",Surprise
13262,"Yeah, I made it clearthat I will not vote",Neutral
13263,"any of you guys tonight,because what they did",anger
13264,"helped us a lot.I already feel better, Mr. Jeff.",happiness
13265,I feel likeI got some life back into me.,happiness
13266,"Wow. Tori, you are safe.",Surprise
13267,-Nobody can vote you outwith that necklace.-True.,surprise
13268,This is the second time youcould look back a little bit.,neutral
13269,Was this different thanthe last Tribal Council?,surprise
13270,"It-it of course isa little different, but it feels",Neutral
13271,as people are reallywanting to go with the group.,neutral
13272,"Like, last Tribal,I was not part of the group,",sadness
13273,"and that didn't feel good, and Ihad this, and I have this again,",sadness
13274,but I still wantto be part of the group.,neutral
13275,So that's kind ofwhat I was feeling.,Sadness
13276,"You just wanted to be inon the note, whatever it was.",surprise
13277,"PROBST:Romeo, how would you describe",neutral
13278,what was going on at campthis afternoon?,surprise
13279,"I think so far,since, uh, Kula Kula was formed,",neutral
13280,everybody seems to bea unified group.,Surprise
13281,"And the majority comes up with""hey, this person,""",surprise
13282,"and everybody wants to be partof the majority, like Tori said.",neutral
13283,But what's gonna beinteresting is that,surprise
13284,"this can't last forever,and it won't.",sadness
13285,"PROBST:Hai, Romeo saysit's a unified group",Neutral
13286,and we all agree onwho to vote for.,neutral
13287,-But then it isn'ta unified group.-HAI: Yeah.,Neutral
13288,"We all thinkthere's a unified group,",Neutral
13289,but obviouslysomeone's out of the group.,anger
13290,Several peoplemay be out of the group.,surprise
13291,And I think it'sall based on perception.,neutral
13292,If you're going aroundbeing suspicious,fear
13293,"and paranoid andspreading this information,",fear
13294,you're more thanlikely not in the group.,Neutral
13295,"PROBST:Drea, that's very interesting,because what Hai is saying is,",neutral
13296,"""Yeah, we're votingsomebody out,",Anger
13297,"""but I'm more concerned about",neutral
13298,"""who I'm going to bevoting with in the future.",Neutral
13299,"""From the standpoint of:can I rely on you to be calm?",Neutral
13300,"""You're talking too much.",Anger
13301,"Your tell is obvious.""",anger
13302,"DREA:It's really scary becauseyou align yourself with people,",fear
13303,and what they docan be detrimental,anger
13304,"to your own personal game,",neutral
13305,depending onhow they act around others.,neutral
13306,"And you can try to doeverything you can to save them,",fear
13307,"but, you know,we only met 16 days ago,",neutral
13308,when you think about it.,Neutral
13309,"So, it's like, I couldtotally hear my mama saying,",neutral
13310,"""That ain't your family, Drea.""",Sadness
13311,"Chanelle, do you thinkeverybody here is equally good",Surprise
13312,at reading their own telland others?,neutral
13313,No.,Neutral
13314,"The answer is no,",Neutral
13315,"because if everyonewas equally as good,",neutral
13316,I think everyone wouldbe on the same page--,neutral
13317,which we're not tonight.,sadness
13318,And the reason I saywe're not tonight,sadness
13319,"is because someone's going home,",sadness
13320,and someone probablydoesn't know it.,surprise
13321,Or maybemultiple people don't know.,surprise
13322,"PROBST:And, Mike,when you're back home,",Neutral
13323,"is this part of your life,having to read people?",anger
13324,Or is this somethingyou're having to sort of learn?,neutral
13325,"I take pride in reading people,'cause the truth is,",neutral
13326,there are a lot ofgood liars in this world.,anger
13327,You don't knowwho's lying or not.,Anger
13328,"To me, it's trust and gut,and that is what you have to do.",neutral
13329,You have to realizethey're giving those tells.,Surprise
13330,That's what it's all abouton Survivor.,neutral
13331,"PROBST:So, Romeo, it sounds like it'sthe beginning of a road trip.",Happiness
13332,"And whoever this group is,",neutral
13333,they're deciding we've got roomfor this many people.,anger
13334,Who do we wantto take this road trip with,neutral
13335,over these last daysof Survivor?,surprise
13336,"Yes, and the next coming days,",neutral
13337,I think that willbecome more apparent.,Neutral
13338,But right nowsome people don't realize,neutral
13339,"that some of the other people,",neutral
13340,even if they're not constantlyhanging out with someone,neutral
13341,"or talking to somebody,",neutral
13342,doesn't mean that there'snot an alliance there.,neutral
13343,"PROBST:So, Chanelle, if we gowith this car analogy,",neutral
13344,"when you open the car door,and you decide to get in,",neutral
13345,how confident are you,neutral
13346,that you're in the rightautomobile for tonight?,Surprise
13347,"I hope I'm in the rightautomobile for tonight,",Neutral
13348,"but when you'reat Tribal Council,",neutral
13349,"and you don't have the necklacethat Tori has,",Neutral
13350,you can'treally ever be certain.,fear
13351,All you can dois trust your gut.,neutral
13352,"MARYANNE:And sometimes you're not evenin the car, right?",Surprise
13353,"So the car has four seats,",Neutral
13354,"and you're, like, the fifth,and you're, like...",anger
13355,(grunting),Disgust
13356,...at the back of the car.And you don't want that.,Neutral
13357,You know? 'Cause that meansyou chose the wrong car.,Anger
13358,"PROBST:Lindsay, if you weregonna be in this car,",neutral
13359,do you wantto be behind the steering wheel?,neutral
13360,Do you want to be passenger?Do you want to be in the back?,Neutral
13361,"Uh, I think that answer changesthroughout the game,",surprise
13362,"because there's timesthat it's, like,",neutral
13363,you want to bein the driver's seat.,neutral
13364,"And then there's other timesyou're like, ""You know what?",Surprise
13365,"-Passenger's fine.""We're still gonna get there.-(Drea laughs)",happiness
13366,I don't need to bethe one driving the whole time.,Neutral
13367,Might want to take a nap.,neutral
13368,HAI:Can I add in?,Neutral
13369,"-Yeah.-If you'rein the driver position,",Neutral
13370,you need to know whento let someone else drive.,neutral
13371,"And if you don't knowhow to let someone else drive,",Neutral
13372,you better be wearinga seat belt.,fear
13373,"Well, on that note...",surprise
13374,(oohing),surprise
13375,PROBST:I think it is time to vote.,neutral
13376,"-Wow.-Hai, you're up.",Surprise
13377,♪ ♪,Neutral
13378,♪ ♪,Neutral
13379,♪ ♪,Neutral
13380,If anybody hasan advantage or an idol,neutral
13381,"and you want to play it, nowwould be the time to do so.",neutral
13382,♪ ♪,Neutral
13383,"Okay, I'll read the votes.",neutral
13384,First vote. Hai.,Neutral
13385,Romeo.,Neutral
13386,One vote Hai. One vote Romeo.,Neutral
13387,Chanelle. One vote Chanelle.,Anger
13388,Romeo. That's two votes Romeo.,Surprise
13389,Chanelle.,Neutral
13390,Two votes Chanelle.Two votes Romeo.,Neutral
13391,One vote Hai.,surprise
13392,Romeo. Three votes Romeo.Two votes Chanelle.,Neutral
13393,One vote Hai.,Happiness
13394,Chanelle.,Neutral
13395,We're tied again.Three votes Chanelle.,Surprise
13396,Three votes Romeo.One vote Hai.,neutral
13397,Chanelle.That's four votes Chanelle.,Neutral
13398,Chanelle.,Neutral
13399,That's five votes Chanelle.,Surprise
13400,Eighth person voted outof Survivor 42,Surprise
13401,and the first memberof our jury...,surprise
13402,Chanelle.Six. That's enough.,Anger
13403,Need to bring me your torch.,anger
13404,♪ ♪,Neutral
13405,"Love you, Chanelle.",happiness
13406,"-Mm-hmm.-DREA: Bye, Chanelle.",neutral
13407,"-Bye, Chanelle.-Sure.",Neutral
13408,"MIKE:Bye, Chanelle.",Neutral
13409,"Chanelle, the tribe has spoken.",Sadness
13410,Time for you to go.,Sadness
13411,MARYANNE (whispering):Wow.,surprise
13412,"Grab your torches,head back to camp. Good night.",Neutral
13413,Captioning sponsored byCBS,Neutral
13414,Captioned byMedia Access Group at WGBHaccess.wgbh.org,Neutral
13415,MIKE:The guys are coming together.,Happiness
13416,I'm in.,Neutral
13417,We're gonna leavethe dead bodies on the road.,Disgust
13418,"Truly, you don't know that.",Surprise
13419,"LINDSAY: He feels likea top dog, and he's not",anger
13420,listening to me.,neutral
13421,"Today, two people",neutral
13422,-will win immunity.-Yeah.,Happiness
13423,Two people going home tonight.,Sadness
13424,ROMEO:This is my worst nightmare.,Fear
13425,"Man, I shouldhave seen this coming.",surprise
13426,I know when a vote is too easy,anger
13427,that that's never the case.,anger
13428,I think my biggest takeaway,neutral
13429,"was, like, I think I wasplaying a little bit too lax,",Neutral
13430,when clearly the game wasjust running full speed.,Surprise
13431,"And so, this game was a lotharder than-than I thought,",surprise
13432,"but, I mean,at least I made jury,",surprise
13433,and now I get to decide,neutral
13434,who's going to win the game.,surprise
13435,(roars),Anger
13436,I just want to say,neutral
13437,I have no hard feelings.This is a game.,neutral
13438,I'm glad I'm still here.,happiness
13439,"- Good job, Romeo.- Thank you for keeping me,",happiness
13440,and I still like all of you.,happiness
13441,"At Tribal,",neutral
13442,three votes were thrown on me,anger
13443,just in caseChanelle played an idol.,surprise
13444,"So, obviously, I was lied to.",Sadness
13445,"All these people are fake. I don't like any of 'em, so",Anger
13446,I have to put on a fake happy smile,Sadness
13447,and pretend that it's all good.,sadness
13448,"""It's all goodif you voted for me.""",Anger
13449,"You know, when in realityI want to, like,",neutral
13450,kick 'em in the face.,anger
13451,But that's not smart.,anger
13452,What?,surprise
13453,What's up?,neutral
13454,"No, I have no ideawho that is.",neutral
13455,"- I thought so, baby. I-I got it.- No, I voted for Chanelle.",anger
13456,- I-I know who it is. Thank you.- Okay.,Surprise
13457,I have not receiveda single vote until this Tribal.,sadness
13458,"And then, all of a sudden,I receive a hinky vote, which...",surprise
13459,Whatever. It's fine.,neutral
13460,"But now I'm kind of, like, upset about it,",sadness
13461,and I have an inklingthat it came from Romeo.,surprise
13462,"He, you know, sworethat he's a God-fearing man,",anger
13463,"he wouldn't write my name down, and...",anger
13464,Hai...- ...there it was.,Neutral
13465,"So if you didn't vote for me,who voted for me?",surprise
13466,I don't know. It wasn't me.I voted for Chanelle.,Neutral
13467,"Even if this is my last vote,I just want to see you squirm.",anger
13468,Does anyone wantto admit to my name?,Neutral
13469,Right. It-it was Romeo.,Surprise
13470,Hai is the person who's instigating everything on camp.,Anger
13471,And people are too dumb to realize it.,anger
13472,And so I threw a votehis direction,anger
13473,"because even though I knewhe wasn't going home,",neutral
13474,I knew that it would make him squirm.,anger
13475,"I wanted him to freak out, and I was successful",anger
13476,"because now people seethat this man is not all there,",anger
13477,and whoever is alignedwith him is... is... is dumb.,anger
13478,"If I get voted off next, fine, but I'm not getting voted out",anger
13479,without trying and creating a little chaos.,anger
13480,"You have to play this game, and- I'm-- I'm going to play this game.",Surprise
13481,Hey.,neutral
13482,"Okay. Okay, but...",Neutral
13483,"- Well, you asked my opinion. Can I finish?- Yes. Go.",Neutral
13484,Not onlyis he creating paranoia.,Anger
13485,He can look me in the eye and,neutral
13486,straight-up lie to me.That's personal.,anger
13487,"I mean, yes,Romeo is an easy gone,",Neutral
13488,but I'm nervous about me.,fear
13489,"I've been busting my assout here, and it's not just me.",anger
13490,"Jonathan is out there, you know,first thing, ""Let's go fishing.""",Surprise
13491,"Mike, same thing.",Neutral
13492,"""Let's go get firewood,"" but no one cares.",sadness
13493,"Instead, it's put a target on us.",Anger
13494,So I need to do something.,Neutral
13495,The guys needto stick together.,Neutral
13496,"Say it, dude.",Neutral
13497,We have more dudesthan women here.,anger
13498,"And right now we havethe freaking numbers, guys.",anger
13499,"I don't want to get taken outand then, guess what,",surprise
13500,- they're gonna start picking off...- Us one at a time.,fear
13501,"- ...buh-buh, buh-buh, buh-buh.- Yup.- You go first.",Neutral
13502,"- You're going second.- Second, yeah.",Neutral
13503,- Guess who's going third. Boom.- Third.,Surprise
13504,-I want to talk to Omar... Yeah.,Neutral
13505,...and talk to Hai.,Neutral
13506,Rocksroy wants to make an alliance,Neutral
13507,with the five guys so that we have,happiness
13508,some pull in the game,anger
13509,because everybody's alwaysafter the big guy in Survivor.,anger
13510,So I'm very interested.,surprise
13511,"- I'm in, bro. I'm serious. Listen, I'm in.- I'm in. I'm in.",Surprise
13512,- You know I'm in.- Yup.,Neutral
13513,"The guys are coming together,",happiness
13514,"'cause normally guys like me and Jonathan are taken out,",neutral
13515,so I would love a male alliance.,neutral
13516,I know sooner or later,neutral
13517,we're gonnacannibalize each other,fear
13518,and eat each other and leavethe-the dead bodies on the road.,disgust
13519,I know that's gonna happen.,fear
13520,But the guys that I'm with right now--,neutral
13521,they deserve to go forward.,neutral
13522,"So, how many guysare there right now?",surprise
13523,"- Every single Survivor, the guys don't get together.- Yeah, yeah.",Neutral
13524,- I'm not trying to lead anything...- Yeah.,Neutral
13525,...but if we stuck together...,Neutral
13526,"Rocksroy's like, ""Listen up, buddy.",Anger
13527,"""How many guys are there?Hint, hint.",Surprise
13528,"""Like, um, guys' alliance,like, so obvious?",Surprise
13529,"I don't know why nobody's done this in 40 seasons.""",Surprise
13530,"I'm like, ""Are you insane, Rocksroy?",Anger
13531,"""You haven't talked to methe whole time about game,",Anger
13532,"and you're going to come in hotlike that.""",anger
13533,"Like, that seems like a mistake.",surprise
13534,Yup. Yup.,Neutral
13535,"Yeah, yeah, I love it.",happiness
13536,You're telling me that,Anger
13537,I'm gonna have as equalof a chance as Jonathan and Mike,Neutral
13538,at winning immunity,happiness
13539,"at the final five? Like, are you insane?",Anger
13540,"There seems to be a boys' alliance brewing,",Surprise
13541,and I somehow became a part of it.,surprise
13542,And I don't knowwhere they got the idea,neutral
13543,that I would votewith all the boys.,neutral
13544,"Like, I'm not partof the misogyny club here.",anger
13545,The way that Rocksroy talks to people makes me upset.,anger
13546,"He's very blunt,he cuts people off.",anger
13547,He doesn't let you finish your thoughts.,Anger
13548,And you only talk strategy with Rocksroy,Neutral
13549,when Rocksroy wantsto talk strategy.,surprise
13550,And I hate it.,Disgust
13551,So he's quickly making his way up the ranks,Surprise
13552,on my list of people to vote out.,anger
13553,"All right, ready to getto today's immunity challenge?",surprise
13554,First things first.,Neutral
13555,"Tori, for the second timein a row,",anger
13556,got to take it back.,sadness
13557,Thank you.,happiness
13558,"Once again,immunity is back up for grabs.",surprise
13559,"For today's challenge, you're going to balance",Neutral
13560,on a triangular platform in rough water,fear
13561,with your feet perched on very narrow footholds.,fear
13562,"At regular intervals, we'll move higher,",Neutral
13563,making it more difficult.,anger
13564,"If, at any point, you touch the platform",fear
13565,or fall off... you're out.,fear
13566,"Today, not just one personwill win immunity.",surprise
13567,- Two people...- Wow.,Surprise
13568,- Yes.- ...will win immunity.,Surprise
13569,"- We are dividing you into two teams of five.- Oh, my gosh.",Surprise
13570,Wow.,surprise
13571,One person from each teamwill win immunity.,surprise
13572,Both teams will goto Tribal Council separately.,Surprise
13573,Both teams will votesomebody out.,Fear
13574,So two peoplewill have immunity.,surprise
13575,Two people going home tonight.,Sadness
13576,"In addition, the personwho lasts the longest",neutral
13577,of the entire challenge earnsfor their team,surprise
13578,beef and veggie kebabs,neutral
13579,- to take back to camp.- Oh.,Surprise
13580,- Cook 'em up yourself.- Whoa.,Surprise
13581,"Plus, that team will goto Tribal Council",Fear
13582,"last, which means you'll havean additional advantage",neutral
13583,of knowing who was voted out,surprise
13584,- in the first Tribal Council.- Wow.,surprise
13585,"- Wow.- All right, we'll get started. Here we go.",Surprise
13586,"All right,we have our two teams.",Neutral
